formula,space_group,formation_energy_per_atom
AuNa3,Pm-3m,-0.16849559196881514
Ni2Rh4,Fd-3m,0.5717800781255763
In3Mn,Pmm2,0.2544290912213443
Ba2W2,Cmcm,0.8228393727936236
Pt6As2,Cmcm,-0.07353122188917904
Al2Pt2,Pmma,-0.935620107858214
CsSr,P4/mmm,0.1896024769990805
IrRh,P4/mmm,0.0007016676852913406
Pt3V,Pmmm,-0.42073778050332766
Ca8In4,Pnma,-0.4191793154319872
Au2Br,I4/mmm,0.2733392144560372
Na4Pt8,I4_1/amd,-0.03124560159438398
CuNi2,I4/mmm,0.02781028391092022
Ba2Ir2,Cmcm,0.5449168595334992
Rh6W4,Fdd2,-0.05940099681454427
K3P,Pm-3m,-0.03281199374751287
K4Sn,Im-3m,-0.04637958169643604
Ca10Ge6,I4/mcm,-0.5731595545363475
KRh,P-6m2,0.7868528599991338
PBr,P-6m2,0.722297972837521
Mn2W4,Cmcm,0.151803291726362
Pb4Ta2,I4/mcm,0.34869141747978577
Na2Rh4,Pnnm,0.4923615386228531
Al2Mn,Fm-3m,0.24558923620762427
AlBa8,I4/mmm,0.03397447093878725
Ga10Mn4,P4/mbm,-0.12191044767410172
RbSm,F-43m,1.509341299483286
Pd5Rb,P4/mmm,0.15396733267261808
Sn6W2,Pmmn,0.4786639913277879
PtRb5,F-43m,0.4503096521275971
Al4Cu2,Cmcm,-0.03443838520284537
Ga3Pd,Imm2,-0.25643533144498853
Fe2Ir,P4/mmm,0.9098474483705891
Sn4Br8,Pa-3,-0.8643235854753722
Pt2V2,Cmcm,-0.40111101938296745
Pt2P2,Imma,0.015446328584538982
Ge3As5,Cmmm,0.3617212920548871
AlBa2,P4/mmm,0.008558123085739963
Mn3Rh,Pmmm,0.05381399947311749
SnW3,Immm,0.38132668336953657
Al4Sr2,Pnnm,0.28724142618103815
Sb2P,I4/mmm,0.3290368608400082
CaSb,P-6m2,-0.9295830155484097
UGe,R-3m,-0.3597175605300711
Al3Br,Imm2,0.11139964894388399
AuSb3,P4/mmm,0.22769515544087904
PtV,F-43m,0.777142941326102
Sn2W2,Cmcm,0.4676484999730883
Au24Br5,I-43m,0.19940168062529712
InK,Pm-3m,0.06786409242649305
Ni4Sr,I4/m,0.3530060754889405
SbGe2,I4/mmm,0.29002647355488403
CeV,Pm-3m,0.6211147799052004
FePd,F-43m,1.0223786888127373
Cu4W8,Pa-3,1.2660410542214962
Ga3Rh,I4/mmm,-0.21698853400341456
NbBr3,Immm,-0.5853608179005412
Nb6Br4,R-3c,0.4888282317326585
Al2Sb,I4/mmm,0.1876107753542217
AlAs,P4/mmm,-0.12588052034641617
InSb2,I4/mmm,0.172704249641176
Al2Cu,Fmmm,-0.23698300175177778
PdRb2,P4/mmm,0.1579059991105035
InNb,Pm-3m,0.27921139962943275
Na2P2,Cmcm,-0.36931772763010073
CaW,Pm-3m,1.7144386534685099
PtRh3,P4/mmm,-0.006750268400215198
Ba2W,Immm,1.3084603054428634
AuV3,Fm-3m,0.13330388418475447
In4Rh16,I-43m,0.24043573597169754
AgEu,Pm-3m,-0.49241283765745836
InSb2,P4/mmm,0.17145287788900987
K8W4,Pa-3,2.0775030196961777
Ta2P,I4/mmm,-0.28635195705872957
AgTh,Fm-3m,0.283415185251946
Sn3W,Imm2,0.2896653718213491
KNa3,Immm,0.015519445585099767
Pd2Rb4,I4/mcm,0.1455347177912755
Al3Cu,Immm,0.006396528078980168
Ca17Nb12,I-43m,0.52174118601973
ThGe,R-3m,-0.7807689269465392
TaSb8,I4/mmm,0.3092628586948807
Mo2W,I4/mmm,-0.0036623847086711217
MoRh,P4/mmm,-0.17532823684784127
CaP,Fm-3m,-0.744611542772053
Al4In,Im-3m,0.6381890727771047
Al2Ni4,Cmcm,-0.4528155467130901
Ba2Ca2,Pmmn,0.04064864696554493
Fe2As,I4/mmm,0.012640165799991129
Al5Pt,Amm2,-0.25736129781275885
WAs3,Imm2,0.1306941151796659
AlP,Fm-3m,-0.3675687588258789
BaGe,Fm-3m,-0.18307388897492594
Mn2Sb6,I4/mmm,0.5913991960011264
Cu2Fe,I4/mmm,0.1032353326638938
GaNi,Fm-3m,-0.051227856507220615
Pb3V,Immm,0.3814954916460991
CuW,Pm-3m,0.6085194492981056
InGe3,Cmmm,0.2659420410108755
K2Nb6,Cmcm,1.0406142192645351
AuMn,P-6m2,0.19391944255753657
Al4Eu2,P4_2/mnm,0.6089629541792144
Ba4W4,Pnma,1.0878871809741995
Al3Rh,P4/mmm,-0.4172590044019131
GaPb8,I4/mmm,0.025311747681927937
In2Rh,Fm-3m,-0.3115683777988701
Ni2Rh4,Cmmm,0.04624433372601781
InV,Pm-3m,0.36851581331053573
Ni2Sr4,I4/mcm,0.20879506647238108
Mn3Nb,P4/mmm,0.05873874179797767
Sr4V2,Cmcm,0.7019037388563749
Ir2W4,I4/mcm,0.050498606652626656
MoRh,P4/mmm,-0.17803126693779703
Ga2Ge2,Cmcm,0.18079884085404396
InP,Pm-3m,0.33749195332252047
Ta12As12,Pbcm,-0.20014463862698526
Ga2Rh,I4/mmm,-0.4789372728210382
P12Br17,I-43m,-0.11602265055445522
Al2In2,I4_1/amd,0.17978288720055202
In4Rh3,I4/mmm,-0.15291949835698965
Ir16Nb8,Fd-3m,-0.07096683728685349
Sn2Br4,Fd-3m,0.2584199160717686
CuMn,P4/mmm,0.3284417554150183
GaMn,Fm-3m,0.6603565188484879
AlMn,Pm-3m,-0.04624197799476448
Al5Mn,F-43m,0.18002108556099353
Ir2Pb2,Imma,0.5037811192586714
K2Sr2,Pmma,0.1337180092551744
Pt2Sb2,Pmmn,-0.30337678020657055
Au7Sb,Fm-3m,0.0363614110297692
Fe3V4,I4/mmm,-0.0739615341255576
Al4In,I4/mmm,0.14086281668539513
WBr2,I4/mmm,0.5786490800307025
IrW4,I4/mmm,1.243275384063176
Mn2Sb2,Cmcm,0.22080591999038823
InMn,P4/mmm,0.22688525812277227
Au12Ni4,Pnma,0.11786161654460248
Cu2Mn,I4/mmm,0.15227083683153708
Sn18W6,Pmmn,0.5323133311983336
Ca4W2,Fd-3m,1.7641017660772362
Al6Ge2,Pm-3n,0.1712366775517884
SrAs,P-6m2,-0.9460797429955128
In24Pt5,I-43m,0.01335509967232979
AuEu,Fm-3m,-0.9452247807537959
Cr9Ga12,C2/m,-0.05129157401852543
Au12Pb4,Pnma,-0.018336479016276552
AlSr3,I4/mmm,0.05711604710609208
Cu4Ga5,I4/mmm,0.06545269138391024
RhSr8,I4/mmm,0.0602316093634118
Ni2Ta,I4/mmm,-0.35500294387348913
Na4Pd2,Cmcm,0.014233825028196812
Al4Mo2,Imma,0.0716738620601376
RhSr2,I4/mmm,-0.15021706105175112
RhYb,Pm-3m,-0.5889667665039164
Na2Pb2,Pmmn,-0.10479162923135021
AlCe,Pm-3m,-0.30251396234701833
KNb3,Immm,1.1284974674227355
Pd16Sb4,I-43m,-0.02211588338673067
Ni2Pt6,P6_3/mmc,-0.015469801680668027
CeGa2,P6/mmm,-0.720202136335919
Rh3Sr,P4/mmm,0.20508688982889822
Sn2P4,Fd-3m,0.4229429072671393
Cu4Fe,I4/m,0.11247873431260728
Fe4Br12,Pnma,-0.22289600361855522
AlCs,P4/mmm,0.8024916049669821
Fe3Br,Cmmm,0.6181349230431623
Fe4Pb6,Fdd2,1.1952070005445747
KAs,P-6m2,-0.17383261671917616
K4Mo2,Cmcm,0.9304448316625079
CrMo,Fm-3m,1.0318884017398364
Sn2W,I4/mmm,0.5202709353288716
PtBr5,Amm2,-0.08718356854593641
K4Sr8,Pnma,0.09510121542568584
Ta5Br4,I4/mmm,0.1965072939432378
Fe2Nb6,Pm-3n,-0.02585741240333661
AgRb,Pm-3m,0.07687203589004654
Mo18Sr6,Pmmn,0.7464550569288152
Mo12Ta4,Pnma,0.1747143460660947
AgEu,P4/mmm,-0.47399984949883267
Al6Ge2,P6_3/mmc,0.025664195736498474
Sr4As2,Pnnm,-0.8694510745793492
Cs2Ni6,P6_3/mmc,0.6204138322765402
Na3Rh,Cmmm,0.3123486508330413
W4P3,I4/mmm,-0.2027034634468054
Pt2W2,Fd-3m,0.09168477256003509
Ag2Ga4,Cmcm,0.034033351680796166
CuIn,F-43m,0.53827912498393
KNb,P-6m2,1.2295651287686429
KP,P4/mmm,0.134582269728186
Nb4Br,I4/mmm,0.819528878927396
Al3Pt5,Cmmm,-0.915859397452909
Al3Br,Fm-3m,0.3122945690795773
FeMo3,P4/mmm,0.11019551424018736
Al8Mn16,Fd-3m,0.12737157403834942
K2Nb2,Cmcm,1.3984264495015708
Ba4In2,C2/m,-0.25464043548698684
Pd6V18,Pmmn,0.009417649436419614
Ag4Pt8,P-1,0.043271198225941866
EuNb,R-3m,0.6481236091160358
KP3,Pmmm,0.015246017205297058
Ag6Pt6,P-1,0.029769349655671462
AgGa3,Pmmm,0.03126428827240124
MoNi3,Pm-3m,0.08467509709110832
SnSb3,Fm-3m,0.16321447411546242
CuIn5,F-43m,0.34150539730823376
Au12Sb17,I-43m,0.120151874278284
PtW,Pm-3m,0.34862250872686396
Al3Pt,Imm2,-0.4537269625614808
Ga4Mn2,Fd-3m,0.6176953518909775
Ba2Sb,Fmmm,-0.13121248969917687
Rb2Sb4,C2/m,-0.4917014117046919
Pb4As16,I23,0.3364037777388639
NaBr,Cmmm,-1.51503601569897
Pd4Ta2,I4/mcm,-0.005805179903514812
Ir3Ta5,Cmmm,-0.36637451865037285
Ir2W2,I4_1/amd,-0.14464392606494947
Ga2Ta,I4/mmm,0.05036350936072864
AgRb,Pm-3m,0.06604299419938142
Ca16W4,I-43m,1.0830365109750342
Mn3Ge,Immm,0.03543282381650581
EuI,R-3m,-1.3430890122809351
FeBr3,Imm2,-0.13506335506495004
Al2U2,P6_3/mmc,1.3398043001924131
Al4As2,P4_2/mnm,0.20279799481015104
Al6Cu18,Pmmn,-0.20139476236432982
Pt2Sb2,Cmcm,-0.3461532795250575
In2Pt,Fm-3m,-0.4998269741034047
Ag4Pt8,P-1,0.027242027551596475
Fe2Br2,Pmmn,0.546021311397265
Ni3Ta,Fm-3m,-0.2058836724948634
MoTa3,Immm,-0.10695360176780078
Rh5W3,Cmmm,-0.16805449477707057
Ga2Sr6,Cmcm,0.09042512494865007
PbAs3,Fm-3m,0.3915886817129497
V16P8,Fd-3m,-0.5723199034988357
Fe3Br,I4/mmm,0.5931622489733952
K4Na8,P6_3/mmc,-0.024300857065527943
Pd6I4,R-3c,-0.004287555210886041
Mo4Ta2,Pnnm,1.4117438118955665
Pd5Rb4,I4/mmm,0.26557938526623087
InMn2,I4/mmm,0.2647872636948243
Pd2As4,Cmcm,-0.1253413229392096
NiW,P-6m2,0.15304202156471725
Ag5P,F-43m,0.34445369043782215
MoNb2,Immm,0.4546345631098004
Pt2Br4,Cmcm,-0.1790273019413776
AuBr,Fm-3m,0.04296537417325874
SmP,F-43m,-1.4191332313975558
Ni2V2,Pmma,-0.15466163394521626
Fe2Mn4,Fd-3m,0.2141786033866128
Ag2Cu,I4/mmm,0.07615813974300245
Cu4Fe6,R-3c,0.6946488182658911
IrP3,P4/mmm,0.32098871848861954
AcSm,P4/mmm,-0.31773166753394566
Ni2Pd,I4/mmm,0.03308008504089344
Ag6Pt3,P-1,-0.004598645011044924
Al2Br2,P4/nmm,-0.33451277401377233
BaRh3,Pmmm,0.29433090625983294
Mo2Sr,I4/mmm,0.6679731985949005
TaP,Pm-3m,-0.5758566204072242
BaCa5,P4/mmm,0.020920016999993685
Fe3Mn,Pm-3m,0.06699018671213608
CaTa,Pm-3m,1.3058777306599012
Fe2Sb4,I4_1/amd,0.19608771872194572
As4Br12,Pnma,-0.5247536637232186
Ac3Fe,Fm-3m,0.7177510127247606
Sr4Bi2,I4/mmm,-0.788333228094911
SrAs4,I4/m,-0.3109020440592161
Cu4As2,P4/nmm,-0.15255819517903943
Sn12Sb17,I-43m,0.089294179427916
Al2Sb2,P4/nmm,0.07471851151803177
PbGe5,P4/mmm,0.28531345621526444
Ag3K,Immm,0.15574673178681353
CaU,Pm-3m,1.0188856753415712
Ba5Fe,Cm,0.4972811038738764
Fe2As2,P4/nmm,-0.003489179419623234
PdAs3,Imm2,0.08396451995510112
Ca3Mn,Fm-3m,0.3640246657770225
Al4I2,P4_2/mnm,0.7168983581645406
BaCa3,I4/mmm,0.03437183080175776
SnP,F-43m,0.134815296805475
W2Sb6,Pmmn,0.694428265919723
In4Nb2,I4_1/amd,0.11667259448782967
NiPb3,Pm-3m,0.33751710030029924
Mo3Nb13,Amm2,-0.0397245486613631
Fe4Ni,I4/mmm,0.5846093848012615
Al4Pd6,R-3c,-0.5849627395921765
YbGe,P4/mmm,-0.8311990432124841
RhBr,P-6m2,0.4504867152200558
Ba4Br8,Pnma,-2.3961927963342133
Au3Br,P4/mmm,0.3171197310725695
Al4Np2,P4_2/mnm,1.5255108361972465
NbBr3,P4/mmm,-0.38506720755711443
In3Sr,Imm2,-0.20400661236641815
CaSb,P4/mmm,-0.8116893433576702
Al2Pt2,Pmmn,-0.8734821357839673
Pb2Sr2,Cmcm,-0.552749920594013
Ba2Ir2,Pmma,-0.04244578080788752
AlSb2,I4/mmm,0.14464252928842627
Ir3P,Pm-3m,0.15142946223893006
Ga6Sb2,Pmmn,0.06668630542000953
Pt3Rh,P4/mmm,-0.008700784305868403
Sr2As4,Pnnm,-0.5606790033731818
Au3K,Immm,-0.04192999274179687
NbSb3,Pmm2,0.27615555929138935
Ag2Br6,I4/mmm,-0.1108622604289462
CuSb2,I4/mmm,0.20265678537086984
KW5,F-43m,1.1809571108084664
MoSr,P4/mmm,1.4736654169528158
Ag2Au2,Cmme,0.00622313194159041
Nb3Bi,Fm-3m,0.25776173388988965
Rh4Sm2,Fd-3m,-0.9147207188694786
FeGe7,Fm-3m,0.44068681572014423
Au8Na4,Pa-3,0.34051457188104567
AlSb,F-43m,-0.16877186869763694
AcP,Pm-3m,-1.116652553334971
Fe2Mo,Fmmm,3.2870273239455563
Ir3As,P4/mmm,0.2958400086988613
Au4K6,Fdd2,-0.1810899825019721
Mo2W,I4/mmm,-0.005697381425299852
Fe3Pd,Pm-3m,0.006436233701778704
Mo2Nb,I4/mmm,-0.11802410411571411
Pb3Sr,Pm-3m,-0.372066137539123
Ir3Sr,Pm-3m,0.45611073504222155
PaRh,P4/mmm,-0.6029352313563088
Ni4Pd8,I4_1/amd,0.0685609689016277
Ag7Pt3,Pmm2,0.02948899427273588
Ba3Pt,Pm-3m,-0.046131968221943875
Al2Sb,Fm-3m,0.38930186477430634
Cu2Fe,Fmmm,0.12316653689499191
CrU,Fm-3m,0.6061157164975111
Ta2P2,P4/nmm,-0.03976343359461332
CrSb3,Pm-3m,0.20569247245721822
Sb2P,I4/mmm,0.32900769521283496
AlYb3,Fm-3m,-0.13020887076579513
Ba2In2,C2/m,-0.38801342177320075
Fe8As4,Pa-3,0.37101055285203327
Ba4Sr16,I-43m,0.1938910097868522
SmW,P4/mmm,0.6411380863800229
Nb4Sn,Im-3m,1.2860597229982376
MnGe3,Immm,0.2612476874954641
PdBr,Fm-3m,-0.1070412786634809
Al3Na,Cmmm,0.16414064445760834
Pb4Sb2,I4/mcm,0.06920950824177356
Cu4Mn,I4/m,0.03743998115969234
In2Sn,I4/mmm,0.014808951372280296
Pb2Sr,P4/mmm,-0.09751377933750464
PbYb,P4/mmm,-0.6046977537265015
Al3Pt,Cmmm,-0.4834220380422467
Ir2Mn6,Pm-3n,0.01235374992603866
Rh3Sb,Pmmm,-0.04270923902854751
KTa2,Fmmm,0.8032727114000338
AlBr3,P4/mmm,-0.23818267027088114
V3P,Pm-3m,-0.48644019604162025
FeIr3,I4/mmm,-0.055780179541768504
NpPa,P4/mmm,-0.09922189992906638
Fe3As,P4/mmm,0.017206081986955724
RhSr2,I4/mmm,-0.14221940871300495
P2Br6,Pm-3n,0.644935418993847
Ca4Mn4,P2_13,0.6361592220111758
Ir3I,Pm-3m,0.9992646734241646
Al4Pt6,Fdd2,-0.8428913653579073
Cu3Br,I4/mmm,0.4183911709454029
Ag3Pt9,Immm,0.023716627783288164
Pb6As2,Pm-3n,0.17010535732485943
Al7Ge,Fm-3m,0.04868948811770446
Fe4Na2,Fd-3m,0.9275578196025999
AgMn2,I4/mmm,0.3680142390347581
Fe2Sr6,P6_3/mmc,0.5452398911895373
Pt6Br4,R-3c,0.4733610672594047
AcSn,P4/mmm,-0.7306747766627266
AgP3,Cmmm,0.49040189012393487
MnSb2,I4/mmm,0.14878602275524364
Ca2Sb2,Pmma,-0.8103366219678154
Al2Pt4,I4/mcm,-0.6582483570815411
Mn23Sm6,Fm-3m,-0.030769167626218553
Ga2Ni6,I4/mmm,-0.310124810305747
Mn5Nb4,I4/mmm,0.06550038638985238
InRh3,Fm-3m,-0.012603018711750735
Pd3As,Immm,-0.27580338284314987
AlRh4,I4/mmm,0.14901140956209388
AgAu5,P4/mmm,-0.01471976769142754
Cu2Ge2,Cmcm,0.11817085399074312
FeGe,Pm-3m,0.0018767926074065855
AgBa,P4/mmm,-0.03290364783099253
Nb2As2,P4/nmm,-0.5484444669754387
Ba3W,Pmmm,1.0842347237129757
P3Br,Pm-3m,1.926129210792646
Ga3Sr,Cmmm,-0.14389879808655825
Ca2Ga,I4/mmm,-0.3246202201433765
Pd2Br,Fmmm,2.000228915517294
Mn2Ge6,Cmcm,0.4868770529645303
Ir4Ta12,Pnma,-0.19314856839475958
Fe3Yb,Fm-3m,0.3191566587744008
V3Sb,Immm,-0.09308407344664271
Ga4Na,I4/mmm,-0.13462811033349276
VBr3,P4/mmm,-0.2218910264533509
AgIr,P4/mmm,0.7201161562403575
Ca2Ga,I4/mmm,-0.13704024054453492
BaSr7,Fm-3m,0.0035132338114711725
Al4Pt2,I4/mcm,-0.6948453370551823
Ba2Sb,Fmmm,-8.07092158461461
Ga2Sr2,Imma,-0.3373286017251207
GaRh3,P4/mmm,-0.2569407674469
Rh4Sr2,Cmcm,0.1572920891605817
In2Mn2,I4_1/amd,0.22562189126054033
NbAs3,P4/mmm,-0.09594679484612278
Ta2Sb2,Cmcm,0.025737314207763262
Ag4Sn,I4/mmm,0.14672717390980097
W2As2,P4/nmm,0.10998179993182333
NbSr3,Immm,0.7270039404560236
Mo4Nb2,I4_1/amd,0.5445260246281526
PBr4,Im-3m,0.27491094290385903
SrAs,Immm,-0.8153866816487305
BaP,Fm-3m,-0.6508185873227221
Pt3As,P4/mmm,-0.004983123166440784
Mo2Pb4,Cm,0.4545479546314854
PdPt3,Immm,0.0656485356757095
Ag3Mn,P4/mmm,0.23500353092517923
Fe3Ir,P4/mmm,-0.02561110178131365
Pd2V,Immm,-0.2776788724314076
Ga32Rh6,Ccce,-0.31211747028255693
CuK7,Fm-3m,0.21385629953206742
Cu6Rh2,Cmcm,0.04208794141426431
P4Br6,Fdd2,0.20693604926298798
Ag4Pt8,Pnma,0.002323587747287803
Mn2Ta4,Pnnm,0.5994460916093445
GaNb5,Cmmm,-0.09947855678147495
Fe5Mn,Amm2,0.04764664780938096
In2Pb2,P4/nmm,-0.0006363025444038328
V18Sb6,Pmmn,-0.007509733547872581
P3Br,Cmmm,1.0780590886319557
K2Pt4,I4/mcm,0.8712168740128341
NpPa3,Pm-3m,-0.34606409938614924
EuMn,R-3m,0.6012495285623629
Ba4In2,C2/m,-0.23973600993911504
Au21Ga6,P-62m,-0.1366279752500119
In4Pb2,I4_1/amd,0.025335189247801537
Ba3Sr,Immm,0.0026527436349885747
Pd2Rh2,Cmme,0.14264590892338447
AlK4,I4/mmm,0.44815000844097275
Cu4V,I4/mmm,0.04023902474926686
Pt6As2,I4/mmm,-0.04701320127982811
FeGa,R-3m,-0.07602329163736599
AuSb3,P4/mmm,0.22932869391664878
FeSb,R-3m,0.17355901520075712
AlSb,Pm-3m,0.21654341087003326
Ag4Fe,I4/m,0.25372331102295503
NaBr5,Cmmm,-0.4681310095885373
In2W,I4/mmm,0.7245268331346111
K2Sb2,Imma,-0.38448060392146877
Ni2V,Immm,-0.20725085668886697
Mn6P2,Pm-3n,-0.20872097045085525
Na2P,I4/mmm,-0.18560624853401375
Au26Ta2,Fm-3c,0.4344388837923522
Pb3V,P4/mmm,0.43956908906233316
CuFe2,Immm,0.13457660761620124
Ag4Sn2,I4_1/amd,0.1840775408030524
Cu3Ge,Cmmm,0.06525715739429394
Al2Cu2,I4_1/amd,-0.12912774823685247
Mo2Nb,I4/mmm,-0.11712274822519457
Al3Pt,P4/mmm,-0.45499203455781956
Ir4Nb2,Pnnm,0.22487537450194614
KNi,R-3m,1.0052471914417698
Fe3As,Pm-3m,1.3052704991518977
AlK3,Fm-3m,0.3006512908502217
Fe4Pd8,Pnma,-0.09673662154834399
Ga2Rh2,Pmmn,-0.4851140473666762
Ni2Pb2,P6_3mc,0.6257644555964119
PtTh,P-6m2,-0.8684167799000244
Au4V2,Cmcm,0.017115794469287238
Pb2V2,P4/nmm,0.26589846008329143
Al6Ba2,P6_3/mmc,-0.17688637189322343
PtV3,Pm-3m,-0.23497531801661609
BaGe2,I4/mmm,-0.29354844722040124
Cu2V,I4/mmm,0.0882831066899108
EuI,P-6m2,-1.3552092755245704
Ga3K,Pmm2,-0.011062170650967929
KSb,R-3m,-0.27908250449199157
Al6Pt4,Fdd2,-0.7048057370949273
Ga2P,I4/mmm,0.16714340645443926
Ba3P,Pm-3m,-0.2539164227109487
K2P,Immm,-0.08751839404621246
Nb2Sr2,Cmcm,0.8231238151646618
Cu16Mn8,Fd-3m,0.33823631653530245
CuPb5,Cmmm,0.17109391799059281
Na2Sn2,Pmma,-0.21165910172519187
Cu5V,F-43m,0.19662268746323916
Pb3As,I4/mmm,0.11163382611162787
Mn8P16,Fd-3m,0.059357815171236915
Ta4Sb8,Pnma,0.2600121913022366
In2Ge4,I4/mcm,0.3237670822118061
NbPt2,Immm,-0.6920520857027709
Fe2Br4,Pnnm,-0.12727794191855266
K3Pt,P4/mmm,0.12277775506778488
Cu2Fe2,Imma,0.20209805476073583
V2Sb2,Pmmn,0.20420570052445441
Fe3P,Immm,-0.19836621938152366
MnPd3,Pmm2,-0.1628683062001306
Ca2Nb2,Cmcm,0.37198301600171746
VGe3,P4/mmm,0.1074684072566141
Fe3P,Immm,-0.1958156787846761
Al4K5,I4/mmm,0.24926456657046872
Mo2Na2,P4/nmm,0.5780009365550232
In4Pt,Im-3m,-0.10989987548856703
PdAs3,Pmm2,-0.05023987005331598
Cu2Ge4,Cmcm,0.25202841338802945
Au2Ta,Fm-3m,0.36038563721562866
AlGe3,Pm-3m,0.249991609029232
V2Ge,I4/mmm,-0.3074182880661394
Ag5Pt5,P-1,0.045171743701479986
EuPt,Fm-3m,-0.9597524333356082
IrSn2,I4/mmm,-0.06534852624700704
Ge3Br,Fm-3m,0.046599551835048825
In2Ta2,Fd-3m,0.5123786104406642
Al2Ta2,P6_3/mmc,1.0984819167369944
Nb4As5,I4/mmm,0.039913635268899524
Cu5P4,I4/mmm,0.13567290494973447
MoI,Fm-3m,1.3718957778972358
Sb2Ge2,P4/nmm,0.29202657002665156
Ba4Sr8,Pnma,0.008340221781406735
FeSr3,P4/mmm,0.6208096359060029
Na2P2,Fd-3m,0.1266276353560829
Ba2Na2,P4/nmm,0.006842878183861201
Cu2Ga2,I4_1/amd,-0.014976196609243875
Ga8Nb4,Pnma,-0.31913809898136236
Ba3Sr,Pmm2,0.014012182040695986
Pd4As2,Cmcm,-0.21328494626250935
GaMo2,P4/mmm,0.9061655129576126
AcNa,Pm-3m,0.24688219197744665
Na2Pt,I4/mmm,0.004859007710470209
Cu4V2,Cmcm,0.1310439131075043
Au4Sb12,Pnma,0.08169581152400252
W2Sb6,Cmcm,0.3256841746554091
AgP7,Fm-3m,0.7571528019389939
K2Ta,P4/mmm,1.574859957444275
AuFe4,I4/m,0.09373502814342202
Pd4W2,I4/mcm,0.32049773841531487
Mn6Rh2,Pmmn,-0.009176947186519513
Al4Pt8,Pnma,-0.8627738744258586
Pd18As6,Pmmn,-0.29136767612213177
Al2Cu2,P4/nmm,-0.07104797783512184
AlAs,P4/mmm,-0.14018306772398414
Fe2Sr6,I4/mmm,0.615835199672778
Al2Pt,P4/mmm,-0.6005503292033859
Pd4Pt4,Imma,-0.032065831937813094
GaK3,Pmm2,0.18865164534235257
NpPb,F-43m,1.3011929922110452
BaRh2,I4/mmm,0.13874204188909425
Al2Ta2,I4_1/amd,0.04847716516876854
NiSb,R-3m,-0.1496660710504063
P2Br2,Pmmn,0.19306050021830723
Cu2K2,Pmma,0.4746093749372502
Cr2Sb2,P6_3/mmc,-0.05630944616793254
AlPt2,I4/mmm,-0.8184847811437367
InW3,Pmm2,0.5709071561380128
Ag10Fe6,I4/mcm,0.5069376206385812
MoNb2,I4/mmm,-0.0994430610731148
PbSr3,I4/mmm,-0.23012076371195356
Ni2P2,P4/nmm,-0.2510017772277049
CuFe2,Fmmm,0.07950294947479601
WBr,Pm-3m,1.5888402903134065
Fe2Pd2,Fd-3m,0.05417589836704906
BaPd5,P6/mmm,-0.337024768245661
EuGe2,P-3m1,-0.9202436732756537
Ni8Ge4,Pnma,-0.4454890874569628
Al4Ga2,I4/mcm,0.12965039434231862
Al2K4,I4/mcm,0.23150294241859046
Ga10Mn4,P4/mbm,-0.12227704793532825
Na5Pt,Cmmm,-0.0253459167581734
Al2Br2,Fd-3m,0.0760864591054089
Fe2Sr6,I4/mmm,0.8647008501467695
SbGe2,I4/mmm,0.28984638939148927
RbI,R-3m,-1.6018918268005236
Fe18Pb6,Pmmn,0.7481306957990626
Na2Pt2,P4/nmm,0.05850980088976021
Au3Fe4,I4/mmm,0.11052817147469492
Ni3P,P4/mmm,-0.17013414146369588
BaPb3,P4/mmm,-0.15896636000656938
K2Pt,I4/mmm,0.08398118612698487
SnTh,P-6m2,-0.4789627998287056
Fe5Pd,Cmmm,0.031207064396813422
Ga3Sr,Cmmm,-0.25005556718446176
FeNi,P-6m2,-0.03630009495733599
Cr3Sn,I4/mmm,0.2386689885192066
NiRh,R-3m,0.04259658516846354
Ni8Pt4,Pnma,-0.045224863545956374
Al2Cu,P4/mmm,-0.024514671381759
Cu2Sb6,Cmcm,0.2657594816528084
AuSb2,I4/mmm,0.16719504634918594
Ag5Pt7,Pmm2,-0.0030204133850902557
GaPt2,I4/mmm,-0.46296621755073036
Cs2Fe2,P6_3/mmc,1.6374434228893548
Rh3Sb,Imm2,-0.07689411012615643
CaP5,P4/mmm,0.1311372483648725
Ag2Nb2,Cmcm,0.25862382794251726
Ag2Nb,Immm,0.3134987729553824
Ir2Pb,I4/mmm,0.5982526184912954
GaTa2,I4/mmm,-0.12163110863546696
Al3K,P4/mmm,0.19775564323546835
GaMo3,Immm,-0.007558791364543183
FeI,P-6m2,0.5974285370116457
Ca2Cu2,Cmcm,-0.14720546502680243
CuIr2,I4/mmm,0.258956206583683
Nb3V4,I4/mmm,0.03664511923592378
Au4Nb2,C2/m,-0.07683985835932461
MnNb,Fm-3m,0.6193162444871074
Mn2Ge2,Cmcm,0.1626999725298628
Ag8K4,P6_3/mmc,0.005102306290045711
Al42Pd16,I4_1/a,-0.5514900207285938
Pb3Sr,I4/mmm,-0.3053776900756442
Al3Cu2,P-3m1,-0.16467696963891712
PbGe,Fm-3m,0.12228645723664444
Ir3W,Cmmm,-0.17689830283157626
Cr2Bi2,P6_3mc,0.7851509186435619
Eu3Pd,Pm-3m,-0.3023895575627371
NiRh5,Pmmm,0.0241607385453797
Pd3Pt9,C2/m,-0.020874430081305444
Pd4Pt8,P2/m,-0.021408662097988678
Au2Cu2,P2_1/m,-0.018268614303801556
Pd4Pt5,C2/m,-0.02799223711020065
Ca4Sr2,C2/m,0.01784418342284007
Pd5Pt7,P2/m,-0.020807777339149663
